Wavelength	 Refractive Index	
453.0	 1.7526063787060622	
454.0	 1.7522432693338938	
455.0	 1.7517513828216997	
456.0	 1.751574749595338	
457.0	 1.7511901358195345	
458.0	 1.7508127639017814	
459.0	 1.7506069795061345	
460.0	 1.750307537656076	
461.0	 1.7499573988430264	
462.0	 1.7498351101408585	
463.0	 1.7496979816450617	
464.0	 1.7493503563876467	
465.0	 1.7489904285734788	
466.0	 1.748799531288772	
467.0	 1.7484432306150444	
468.0	 1.7481843418501632	
469.0	 1.7480898118044563	
470.0	 1.747805098768246	
471.0	 1.7474484337970941	
472.0	 1.7471548657613747	
473.0	 1.7471600685909066	
474.0	 1.747015774247759	
475.0	 1.7465371381046242	
476.0	 1.7462121410985738	
477.0	 1.7462851358686957	
478.0	 1.7459905813863763	
479.0	 1.7455682449999232	
480.0	 1.745458247058944	
481.0	 1.7449740121265824	
482.0	 1.7446026586403356	
483.0	 1.7444915929594211	
484.0	 1.7442300905152484	
485.0	 1.7439856497252488	
486.0	 1.7436569743852641	
487.0	 1.7433913204463956	
488.0	 1.7431718960653535	
489.0	 1.7428782928213604	
490.0	 1.7425071605195752	
491.0	 1.7421882255973546	
492.0	 1.7420027703159806	
493.0	 1.7416917832125773	
494.0	 1.7414985239929435	
495.0	 1.7414318327678728	
496.0	 1.7412107710574034	
497.0	 1.7410832137589833	
498.0	 1.7410233243172952	
499.0	 1.7409555133556527	
500.0	 1.7405525141710625	
501.0	 1.7403156980443273	
502.0	 1.7401977710446324	
503.0	 1.7397487541324492	
504.0	 1.739598769143133	
505.0	 1.739539690986416	
506.0	 1.7393721126481547	
507.0	 1.7392068209167766	
508.0	 1.7389628324574937	
509.0	 1.7388279718473678	
510.0	 1.7385338343032475	
511.0	 1.7383274866980154	
512.0	 1.7382212495362084	
513.0	 1.737914619341482	
514.0	 1.7375533762803286	
515.0	 1.7373122041897961	
516.0	 1.7373398131786402	
517.0	 1.7372651919493112	
518.0	 1.7370888909245192	
519.0	 1.7369767077900786	
520.0	 1.736784743915649	
521.0	 1.7364946932865408	
522.0	 1.7362033684981653	
523.0	 1.7360690371889795	
524.0	 1.7359404754026106	
525.0	 1.7357643220178127	
526.0	 1.7355129484405025	
527.0	 1.7354012060564181	
528.0	 1.735376922874074	
529.0	 1.7351837651642208	
530.0	 1.7348377127415135	
531.0	 1.7345317852716338	
532.0	 1.7344344901415896	
533.0	 1.734376515530201	
534.0	 1.7341820539768378	
535.0	 1.7339628029182546	
536.0	 1.733715486347588	
537.0	 1.7335420835944073	
538.0	 1.733375843340116	
539.0	 1.7330185550682933	
540.0	 1.733045568697872	
541.0	 1.7330970889972972	
542.0	 1.732824162593007	
543.0	 1.7326221007007574	
544.0	 1.7324735761695709	
545.0	 1.732382007472513	
546.0	 1.7321123716386009	
547.0	 1.7319591607855025	
548.0	 1.731928169642498	
549.0	 1.7317766923768654	
550.0	 1.7316151794865915	
551.0	 1.7313925044772789	
552.0	 1.731317626400433	
553.0	 1.7312621808233977	
554.0	 1.7310254829925424	
555.0	 1.7308260404636604	
556.0	 1.730683923279316	
557.0	 1.7305447267505818	
558.0	 1.73032045466569	
559.0	 1.7301875849786583	
560.0	 1.7300591002539316	
561.0	 1.7298698488822946	
562.0	 1.7297499939468741	
563.0	 1.7294167488671193	
564.0	 1.7291221551507971	
565.0	 1.729137070088603	
566.0	 1.7289184974235352	
567.0	 1.7288071848451276	
568.0	 1.7287952657648038	
569.0	 1.7286523034887398	
570.0	 1.7284159260239425	
571.0	 1.728319028461226	
572.0	 1.728322235183019	
573.0	 1.728111770591791	
574.0	 1.7277672907783768	
575.0	 1.7277431669074887	
576.0	 1.7277854881565105	
577.0	 1.7276763025170436	
578.0	 1.727494807271109	
579.0	 1.7274004652157393	
580.0	 1.72729963574643	
581.0	 1.7269105862970253	
582.0	 1.7267729899086193	
583.0	 1.7268921055838782	
584.0	 1.726904867741226	
585.0	 1.7263995076019798	
586.0	 1.726246267579703	
587.0	 1.7264010420574554	
588.0	 1.726156566493435	
589.0	 1.7259397680483661	
590.0	 1.7258989599343848	
591.0	 1.725766557104883	
592.0	 1.7256868200729993	
593.0	 1.7256252197394486	
594.0	 1.7253495052385586	
595.0	 1.7252071747087205	
